0.0000,0.6190
0.0100,-3.6132
0.0200,-1.0545
0.0300,3.6079
0.0400,2.4525
0.0500,-3.3623
0.0600,-2.4361
0.0700,-2.5558
0.0800,-2.2182
0.0900,-2.0797
0.1000,3.3279
0.1100,-3.9782
0.1200,2.3711
0.1300,-2.1847
0.1400,2.1273
0.1500,0.5047
0.1600,2.0061
0.1700,2.5605
0.1800,-0.4789
0.1900,-1.6463
0.2000,-2.6739
0.2100,-2.8159
0.2200,1.7444
0.2300,0.9531
0.2400,-2.6097
0.2500,-0.9006
0.2600,2.3627
0.2700,0.6381
0.2800,-1.7278
0.2900,-1.5168
0.3000,-3.6701
0.3100,-1.8848
0.3200,-3.4771
0.3300,-2.8728
0.3400,1.9364
0.3500,0.9006
0.3600,-3.5089
0.3700,0.5998
0.3800,3.7255
0.3900,-1.7221
0.4000,2.8438
0.4100,1.4436
0.4200,-3.2883
0.4300,1.4129
0.4400,-3.6481
0.4500,-3.9702
0.4600,-3.7581
0.4700,1.2463
0.4800,-1.1534
0.4900,1.7847
0.5000,-3.2447
0.5100,1.0411
0.5200,2.8004
0.5300,-3.9200
0.5400,0.5667
0.5500,3.3627
0.5600,-1.9030
0.5700,2.3505
0.5800,2.8576
0.5900,-2.6491
0.6000,-1.4751
0.6100,3.2262
0.6200,0.7453
0.6300,-0.8012
0.6400,2.5489
0.6500,3.3396
0.6600,-1.5846
0.6700,-0.6424
0.6800,-1.0257
0.6900,0.7129
0.7000,-1.2760
0.7100,-2.9925
0.7200,-1.7348
0.7300,1.9813
0.7400,-1.4161
0.7500,-0.1736
0.7600,-3.6605
0.7700,2.3344
0.7800,0.2663
0.7900,-1.3916
0.8000,-2.6395
0.8100,3.9425
0.8200,-0.7693
0.8300,3.4247
0.8400,-2.3734
0.8500,2.2518
0.8600,0.7796
0.8700,-3.8704
0.8800,-2.8980
0.8900,0.6862
0.9000,3.4367
0.9100,3.9112
0.9200,-2.7064
0.9300,-3.5637
0.9400,3.9472
0.9500,0.4332
0.9600,3.5640
0.9700,1.7668
0.9800,0.5592
0.9900,-3.0629
1.0000,-2.0588
1.0100,-1.0010
1.0200,-2.0058
1.0300,1.1203
1.0400,2.7873
1.0500,-0.5794
1.0600,1.6148
1.0700,1.2649
1.0800,-0.9698
1.0900,2.9452
1.1000,3.1760
1.1100,-0.1291
1.1200,-3.9554
1.1300,3.3701
1.1400,-2.7843
1.1500,1.0025
1.1600,-3.9628
1.1700,-0.6423
1.1800,-1.0251
1.1900,-1.8215
1.2000,-3.1247
1.2100,-3.4224
1.2200,2.2097
1.2300,-0.2084
1.2400,2.2441
1.2500,3.6846
1.2600,-0.0267
1.2700,1.3769
1.2800,3.4066
1.2900,-1.2527
1.3000,-2.1777
1.3100,-3.5980
1.3200,-1.6011
1.3300,1.4692
1.3400,1.5715
1.3500,0.5481
1.3600,1.0726
1.3700,-1.9656
1.3800,-2.9691
1.3900,-2.0119
1.4000,-2.3106
1.4100,2.1399
1.4200,1.9508
1.4300,-3.9809
1.4400,-1.6321
1.4500,-0.7763
1.4600,3.5393
1.4700,-0.6464
1.4800,2.4740
1.4900,-3.0225
1.5000,-3.5476
1.5100,0.3213
1.5200,-1.6039
1.5300,3.0063
1.5400,2.4191
1.5500,-1.8311
1.5600,1.8504
1.5700,-3.2116
1.5800,-0.6832
1.5900,3.1157
1.6000,1.8948
1.6100,2.8692
1.6200,1.1827
1.6300,-2.4611
1.6400,-3.3132
1.6500,2.0114
1.6600,0.2714
1.6700,-1.3845
1.6800,0.8336
1.6900,0.3147
1.7000,-2.9079
1.7100,0.0282
1.7200,-2.7843
1.7300,-3.5786
1.7400,-2.8054
1.7500,-2.1413
1.7600,-2.0344
1.7700,1.3710
1.7800,-0.1601
1.7900,-0.9795
1.8000,-2.2571
1.8100,1.2327
1.8200,-3.9872
1.8300,-3.4233
1.8400,-0.6556
1.8500,-2.0720
1.8600,-3.1746
1.8700,1.4968
1.8800,3.4705
1.8900,3.8728
1.9000,-0.1111
1.9100,0.6875
1.9200,1.6718
1.9300,-2.8839
1.9400,1.9797
1.9500,-3.3501
1.9600,3.2642
1.9700,-3.3747
1.9800,-1.4211
1.9900,3.2382
2.0000,-3.8988
2.0100,-0.5212
2.0200,-1.5980
2.0300,3.4775
2.0400,-0.5019
2.0500,-0.5352
2.0600,-2.6929
2.0700,1.1665
2.0800,-1.7491
2.0900,2.5527
2.1000,0.4971
2.1100,2.3207
2.1200,-0.5186
2.1300,-2.3518
2.1400,-1.9333
2.1500,-3.6275
